intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes
26000,2.913099986554923e-05,0.06220095693779904,2.913099986554923e-05,0.0003776110805928744,17.423076923076923,6.0,22.909811597994896,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_001857805.1 uncultured human fecal virus, ASM185780v1",6d148185545481a0af8705f33ddaae4d,0.06220095693779904,26000,0,113000,output_dir/fastp/P3WF_2.fq.gz,P3WF,1c52e18a,892520000,31,DNA,1000,892520,True,0.7139846641953704,0.9143031750939777,0.814143919644674,0.9143031750939777,False,453,453,1199647
8000,8.963384574015149e-06,0.06153846153846154,8.963384574015149e-06,1.2503678165326967e-05,1.875,1.0,1.3635890143294642,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_003628075.1 Escherichia virus P1, ASM362807v1",58c2c14256e48af3de5448b839960fcd,0.06153846153846154,8000,1,105000,output_dir/fastp/P3WF_2.fq.gz,P3WF,1c52e18a,892520000,31,DNA,1000,892520,True,0.6873477527535873,0.9139874111988553,0.8006675819762212,0.9139874111988553,False,15,468,1199647
8000,8.963384574015149e-06,0.0446927374301676,8.963384574015149e-06,7.50220689919618e-06,1.125,1.0,0.33071891388307384,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_002956635.1 Campylobacter phage A11a, ASM295663v1",4d6e8acadae4735629d80bae0a69ee36,0.0446927374301676,8000,2,97000,output_dir/fastp/P3WF_2.fq.gz,P3WF,1c52e18a,892520000,31,DNA,1000,892520,True,0.6873477527535873,0.9046055681490611,0.7959766604513242,0.9046055681490611,False,9,477,1199647
16000,1.7926769148030298e-05,0.02459016393442623,6.722538430511361e-06,2.3340199241943673e-05,4.666666666666667,1.0,6.944222218666553,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_001857825.1 uncultured human fecal virus, ASM185782v1",34484b9f9af03ab9bc48c34e2c55e8c8,0.06557377049180328,6000,3,91000,output_dir/fastp/P3WF_2.fq.gz,P3WF,1c52e18a,892520000,31,DNA,1000,892520,True,0.7028896722006517,0.9158619260813566,0.8093757991410042,0.9158619260813566,False,28,505,1199647
5000,5.602115358759468e-06,0.10204081632653061,5.602115358759468e-06,5.001471266130787e-06,1.2,1.0,0.4000000000000001,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_002607975.1 Aeromonas phage phiARM81mr, ASM260797v1",67901bbdf234461e05f0aa2dc11d1745,0.10204081632653061,5000,4,86000,output_dir/fastp/P3WF_2.fq.gz,P3WF,1c52e18a,892520000,31,DNA,1000,892520,True,,,,,True,6,511,1199647
4000,4.4816922870075745e-06,0.0001360266612256002,4.4816922870075745e-06,6.668628354841049e-06,2.0,1.5,1.224744871391589,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_002003145.1 uncultured marine virus, ASM200314v1",b7389bd607efa11f6cb82d2130f7f272,0.0001360266612256002,4000,5,82000,output_dir/fastp/P3WF_2.fq.gz,P3WF,1c52e18a,892520000,31,DNA,1000,892520,True,0.6721494878936544,0.7503747208289954,0.7112621043613249,0.7503747208289954,True,8,519,1199647
4000,4.4816922870075745e-06,8.56989823245849e-05,4.4816922870075745e-06,1.0836521076616705e-05,3.25,2.5,2.48746859276655,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_002003225.1 uncultured marine virus, ASM200322v1",a701f42f5ceb5e38eaef576398ed12f2,8.56989823245849e-05,4000,6,78000,output_dir/fastp/P3WF_2.fq.gz,P3WF,1c52e18a,892520000,31,DNA,1000,892520,True,0.6721494878936544,0.7392743985248702,0.7057119432092622,0.7392743985248702,True,13,532,1199647
3000,3.3612692152556804e-06,0.041666666666666664,3.3612692152556804e-06,2.5007356330653935e-06,1.0,1.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_000881335.1 Sulfitobacter phage EE36phi1 strain=EE36P1, ViralProj38079",c58f9dfe31ee12c2228017334481ab9d,0.041666666666666664,3000,7,75000,output_dir/fastp/P3WF_2.fq.gz,P3WF,1c52e18a,892520000,31,DNA,1000,892520,True,,,,,True,3,535,1199647
3000,3.3612692152556804e-06,0.05263157894736842,3.3612692152556804e-06,4.167892721775656e-06,1.6666666666666667,2.0,0.4714045207910317,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_021353195.1 Klebsiella phage Kp4865-2, ASM2135319v1",dcd9876e3e7f548c0a66a711b38ea85a,0.05263157894736842,3000,8,72000,output_dir/fastp/P3WF_2.fq.gz,P3WF,1c52e18a,892520000,31,DNA,1000,892520,True,,,,,True,5,540,1199647
2000,2.2408461435037872e-06,0.03636363636363636,2.2408461435037872e-06,2.5007356330653935e-06,1.5,1.5,0.5,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_004875725.1 Cellulophaga phage phi47:1, ASM487572v1",8fe49a59d81d181885e437687804aca5,0.03636363636363636,2000,9,70000,output_dir/fastp/P3WF_2.fq.gz,P3WF,1c52e18a,892520000,31,DNA,1000,892520,True,,,,,True,3,543,1199647
2000,2.2408461435037872e-06,0.04,2.2408461435037872e-06,3.3343141774205244e-06,2.0,2.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_020485915.1 Salmonella phage seszw, ASM2048591v1",86b6271cd72c4c0c89c4d937c39c71b3,0.04,2000,10,68000,output_dir/fastp/P3WF_2.fq.gz,P3WF,1c52e18a,892520000,31,DNA,1000,892520,True,,,,,True,4,547,1199647
2000,2.2408461435037872e-06,0.055555555555555566,2.2408461435037872e-06,1.6671570887102622e-06,1.0,1.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_000930115.1 Enterobacteria phage P88, ViralProj271780",d13d8585982b0bc5e1b83efdb1285f20,0.055555555555555566,2000,11,66000,output_dir/fastp/P3WF_2.fq.gz,P3WF,1c52e18a,892520000,31,DNA,1000,892520,True,,,,,True,2,549,1199647
