intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes
22000,7.484668337335363e-06,0.05263157894736842,7.484668337335363e-06,0.0003176556858034856,454.90909090909093,18.5,1260.4555781394322,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_001857805.1 uncultured human fecal virus, ASM185780v1",6d148185545481a0af8705f33ddaae4d,0.05263157894736842,22000,0,65000,output_dir/fastp/P4B2_2.fq.gz,P4B2,4c7dc0e2,2939342000,31,DNA,1000,2939342,True,0.6833618467757258,0.9093893919449473,0.7963756193603365,0.9093893919449473,False,10008,10008,31505811
9000,3.061909774364467e-06,0.19148936170212766,3.061909774364467e-06,2.412253409378987e-06,8.444444444444445,8.0,4.693047129320639,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_003991765.1 Thermus phage phiMa, ASM399176v1",7c078ae278ac1007c7dff6affe75f6d8,0.19148936170212766,9000,1,56000,output_dir/fastp/P4B2_2.fq.gz,P4B2,4c7dc0e2,2939342000,31,DNA,1000,2939342,True,,,,,False,76,10084,31505811
6000,2.0412731829096445e-06,0.06315789473684211,2.0412731829096445e-06,3.1740176439197203e-07,1.6666666666666667,2.0,0.4714045207910317,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_021090625.1 UAG-readthrough crAss clade sp. strain=cr29_1, ASM2109062v1",a340f9b20ef25b3c511747ec066d38bf,0.06315789473684211,6000,2,50000,output_dir/fastp/P4B2_2.fq.gz,P4B2,4c7dc0e2,2939342000,31,DNA,1000,2939342,True,0.6553124568539923,0.9147535794885224,0.7850330181712574,0.9147535794885224,True,10,10094,31505811
4000,1.3608487886064295e-06,0.029411764705882353,1.3608487886064295e-06,2.5773023268628125e-05,203.0,19.0,328.647227281777,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_009671265.1 Listeria phage WIL-3, ASM967126v1",c3b35f0ce3a24e2010f23c3e76e5c3a7,0.029411764705882353,4000,3,46000,output_dir/fastp/P4B2_2.fq.gz,P4B2,4c7dc0e2,2939342000,31,DNA,1000,2939342,True,0.6467970945398783,0.8924778662906526,0.7696374804152655,0.8924778662906526,True,812,10906,31505811
3000,1.0206365914548223e-06,0.031578947368421054,1.0206365914548223e-06,9.52205293175916e-08,1.0,1.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_013317205.1 Escherichia phage CMS-2020a, ASM1331720v1",d60aa0d6b26a29892e0077a4bb3ae8e9,0.031578947368421054,3000,4,43000,output_dir/fastp/P4B2_2.fq.gz,P4B2,4c7dc0e2,2939342000,31,DNA,1000,2939342,True,0.640822539275327,0.8945270389536292,0.7676747891144781,0.8945270389536292,True,3,10909,31505811
10000,3.402121971516074e-06,0.012295081967213115,1.0206365914548223e-06,1.7425356865119263e-05,183.0,13.0,248.94979413528344,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_001857825.1 uncultured human fecal virus, ASM185782v1",34484b9f9af03ab9bc48c34e2c55e8c8,0.040983606557377046,3000,5,40000,output_dir/fastp/P4B2_2.fq.gz,P4B2,4c7dc0e2,2939342000,31,DNA,1000,2939342,True,0.6662003167277025,0.902080904130471,0.7841406104290868,0.902080904130471,False,549,11458,31505811
2000,6.804243943032148e-07,0.04,6.804243943032148e-07,1.269607057567888e-07,2.0,2.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_020485915.1 Salmonella phage seszw, ASM2048591v1",86b6271cd72c4c0c89c4d937c39c71b3,0.04,2000,6,38000,output_dir/fastp/P4B2_2.fq.gz,P4B2,4c7dc0e2,2939342000,31,DNA,1000,2939342,True,,,,,True,4,11462,31505811
2000,6.804243943032148e-07,0.007751937984496124,6.804243943032148e-07,6.34803528783944e-08,1.0,1.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_009388305.2 Aeromonas phage PS2, ASM938830v2",d9aad3e3189904418d2d29990b45ef93,0.007751937984496124,2000,7,36000,output_dir/fastp/P4B2_2.fq.gz,P4B2,4c7dc0e2,2939342000,31,DNA,1000,2939342,True,0.6324954640856121,0.854902251701648,0.7436988578936301,0.854902251701648,True,2,11464,31505811
2000,6.804243943032148e-07,0.0111731843575419,6.804243943032148e-07,6.34803528783944e-08,1.0,1.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_002956635.1 Campylobacter phage A11a, ASM295663v1",4d6e8acadae4735629d80bae0a69ee36,0.0111731843575419,2000,8,34000,output_dir/fastp/P4B2_2.fq.gz,P4B2,4c7dc0e2,2939342000,31,DNA,1000,2939342,True,0.6324954640856121,0.8650435387298837,0.7487695014077479,0.8650435387298837,True,2,11466,31505811
2000,6.804243943032148e-07,0.043478260869565216,6.804243943032148e-07,6.34803528783944e-08,1.0,1.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_021042945.1 Stx1a-converting phage Stx1_9793, ASM2104294v1",0e193e8900f296c4c52cb38eb134cb16,0.043478260869565216,2000,9,32000,output_dir/fastp/P4B2_2.fq.gz,P4B2,4c7dc0e2,2939342000,31,DNA,1000,2939342,True,,,,,True,2,11468,31505811
