intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes
12000,0.000537129045253122,0.028708133971291867,0.000537129045253122,0.0008354883628406604,1.75,1.0,1.6393596310755,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_001857805.1 uncultured human fecal virus, ASM185780v1",6d148185545481a0af8705f33ddaae4d,0.028708133971291867,12000,0,19000,output_dir/fastp/P5WF_2.fq.gz,P5WF,ec5e46c9,22341000,31,DNA,1000,22341,True,0.7843658297466152,0.8917810194677971,0.8380734246072061,0.8917810194677971,False,21,21,25135
6000,0.000268564522626561,0.00819672131147541,8.952150754218702e-05,0.00015914064054107818,2.0,2.0,1.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_001857825.1 uncultured human fecal virus, ASM185782v1",34484b9f9af03ab9bc48c34e2c55e8c8,0.02459016393442623,2000,1,17000,output_dir/fastp/P5WF_2.fq.gz,P5WF,ec5e46c9,22341000,31,DNA,1000,22341,True,0.7670223532024447,0.8873379953801938,0.8271801742913192,0.8873379953801938,True,4,25,25135
1000,4.476075377109351e-05,0.007407407407407408,4.476075377109351e-05,3.9785160135269546e-05,1.0,1.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_000908075.1 Bacillus phage phiNIT1 strain=phiNIT1, ViralProj213017",a4befb83e8c1011be57b513b58c13ddf,0.007407407407407408,1000,2,16000,output_dir/fastp/P5WF_2.fq.gz,P5WF,ec5e46c9,22341000,31,DNA,1000,22341,True,0.723946324398815,0.8536494323166961,0.7887978783577556,0.8536494323166961,True,1,26,25135
1000,4.476075377109351e-05,0.09091060093713954,4.476075377109351e-05,0.00011935548040580864,3.0,3.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_004319725.1 Vibrio virus CTXphi, ASM431972v1",e750318fb19ac839e762f12243fc297e,0.09091060093713954,1000,3,15000,output_dir/fastp/P5WF_2.fq.gz,P5WF,ec5e46c9,22341000,31,DNA,1000,22341,True,,,,,True,3,29,25135
1000,4.476075377109351e-05,0.0196078431372549,4.476075377109351e-05,3.9785160135269546e-05,1.0,1.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_001470915.1 Salmonella phage SEN22, ViralProj306295",b4d2c704889571e111d684ff24145e37,0.0196078431372549,1000,4,14000,output_dir/fastp/P5WF_2.fq.gz,P5WF,ec5e46c9,22341000,31,DNA,1000,22341,True,,,,,True,1,30,25135
1000,4.476075377109351e-05,0.0344827586206983,4.476075377109351e-05,3.9785160135269546e-05,1.0,1.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_020473695.1 Propionibacterium phage TCUCAP1, ASM2047369v1",856a5c811de28b067c8d7f3042e3d5ef,0.0344827586206983,1000,5,13000,output_dir/fastp/P5WF_2.fq.gz,P5WF,ec5e46c9,22341000,31,DNA,1000,22341,True,,,,,True,1,31,25135
1000,4.476075377109351e-05,0.005128205128205128,4.476075377109351e-05,0.0005967774020290431,15.0,15.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_001745695.1 Skunkpox virus strain=WA, ViralProj344115",072b6b8f4f742a58192e768c351c2646,0.005128205128205128,1000,6,12000,output_dir/fastp/P5WF_2.fq.gz,P5WF,ec5e46c9,22341000,31,DNA,1000,22341,True,0.723946324398815,0.8435831875770912,0.783764755987953,0.8435831875770912,True,15,46,25135
1000,4.476075377109351e-05,0.00196078431372549,4.476075377109351e-05,3.9785160135269546e-05,1.0,1.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_000916835.1 Pithovirus sibericum, ViralProj237323",56059bd44a4600f002a90828391bf400,0.00196078431372549,1000,7,11000,output_dir/fastp/P5WF_2.fq.gz,P5WF,ec5e46c9,22341000,31,DNA,1000,22341,True,0.723946324398815,0.8178224469891326,0.7708843856939738,0.8178224469891326,True,1,47,25135
1000,4.476075377109351e-05,0.07692324966770896,4.476075377109351e-05,3.9785160135269546e-05,1.0,1.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_002219585.1 Ailuropoda melanoleuca papillomavirus 1 strain=gpam001, ViralProj394300",d509accfe8e5623337e7ca86ba9329e6,0.07692324966770896,1000,8,10000,output_dir/fastp/P5WF_2.fq.gz,P5WF,ec5e46c9,22341000,31,DNA,1000,22341,True,,,,,True,1,48,25135
1000,4.476075377109351e-05,0.022222222222222223,4.476075377109351e-05,3.9785160135269546e-05,1.0,1.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_002758435.1 Bordetella phage BMP-1, ASM275843v1",efb275a0e3d28ece9f8163b60d3485b4,0.022222222222222223,1000,9,9000,output_dir/fastp/P5WF_2.fq.gz,P5WF,ec5e46c9,22341000,31,DNA,1000,22341,True,,,,,True,1,49,25135
1000,4.476075377109351e-05,0.043478260873975855,4.476075377109351e-05,3.9785160135269546e-05,1.0,1.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_003285485.1 environmental Halophage eHP-11, ASM328548v1",2b2a42ccb851c66f931d0129f139fd00,0.043478260873975855,1000,10,8000,output_dir/fastp/P5WF_2.fq.gz,P5WF,ec5e46c9,22341000,31,DNA,1000,22341,True,,,,,True,1,50,25135
