intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes
14000,9.232867425256641e-06,0.03349282296650718,9.232867425256641e-06,0.00015750375179000032,62.214285714285715,3.5,128.167958204085,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_001857805.1 uncultured human fecal virus, ASM185780v1",6d148185545481a0af8705f33ddaae4d,0.03349282296650718,14000,0,82000,output_dir/fastp/MC2_2.fq.gz,MC2,eafce1c1,1516322000,31,DNA,1000,1516322,True,0.6880048554870699,0.8962265357942999,0.792115695640685,0.8962265357942999,False,871,871,5530027
12000,7.913886364505693e-06,0.0670391061452514,7.913886364505693e-06,2.531633209024115e-06,1.1666666666666667,1.0,0.3726779962499649,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_002956635.1 Campylobacter phage A11a, ASM295663v1",4d6e8acadae4735629d80bae0a69ee36,0.0670391061452514,12000,1,70000,output_dir/fastp/MC2_2.fq.gz,MC2,eafce1c1,1516322000,31,DNA,1000,1516322,True,0.6845921727605199,0.9165150900519602,0.80055363140624,0.9165150900519602,False,14,885,5530027
4000,2.637962121501897e-06,0.010256410256410256,2.637962121501897e-06,1.808309435017225e-06,2.5,2.0,1.6583123951777,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_902725985.1 uncultured phage, LP_PHAGE_38_17",d1040d1df4f84bf1e5b73474ad0ecfdb,0.010256410256410256,4000,2,66000,output_dir/fastp/MC2_2.fq.gz,MC2,eafce1c1,1516322000,31,DNA,1000,1516322,True,0.6607557043830435,0.8626578144973034,0.7617067594401734,0.8626578144973034,True,10,895,5530027
3000,1.9784715911264232e-06,0.023076923076923078,1.9784715911264232e-06,7.233237740068901e-07,1.3333333333333333,1.0,0.4714045207910317,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_003628075.1 Escherichia virus P1, ASM362807v1",58c2c14256e48af3de5448b839960fcd,0.023076923076923078,3000,3,63000,output_dir/fastp/MC2_2.fq.gz,MC2,eafce1c1,1516322000,31,DNA,1000,1516322,True,0.6546522114862297,0.8855218610582158,0.7700870362722227,0.8855218610582158,True,4,899,5530027
3000,1.9784715911264232e-06,0.09375000000000117,1.9784715911264232e-06,5.424928305051675e-07,1.0,1.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_003958705.1 Escherichia phage 500465-2, ASM395870v1",119e353af5d915b4de12391e9c1f6606,0.09375000000000117,3000,4,60000,output_dir/fastp/MC2_2.fq.gz,MC2,eafce1c1,1516322000,31,DNA,1000,1516322,True,,,,,True,3,902,5530027
2000,1.3189810607509486e-06,0.045454545454545456,1.3189810607509486e-06,3.6166188700344503e-07,1.0,1.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_001470135.1 Salmonella phage SEN34, ViralProj306294",08c95088455407bb93bfd34c80dcba4a,0.045454545454545456,2000,5,58000,output_dir/fastp/MC2_2.fq.gz,MC2,eafce1c1,1516322000,31,DNA,1000,1516322,True,,,,,True,2,904,5530027
2000,1.3189810607509486e-06,0.005917159763313609,1.3189810607509486e-06,5.424928305051675e-07,1.5,1.5,0.5,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_000922335.1 Aureococcus anophagefferens virus, ViralProj258005",d370d7caa7050f67a6f2a0e11a0d5448,0.005917159763313609,2000,6,56000,output_dir/fastp/MC2_2.fq.gz,MC2,eafce1c1,1516322000,31,DNA,1000,1516322,True,0.6461454286344224,0.847486301137949,0.7468158648861857,0.847486301137949,True,3,907,5530027
6000,3.9569431822528464e-06,0.00819672131147541,1.3189810607509486e-06,3.6166188700344503e-07,1.0,1.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_001857825.1 uncultured human fecal virus, ASM185782v1",34484b9f9af03ab9bc48c34e2c55e8c8,0.02459016393442623,2000,7,54000,output_dir/fastp/MC2_2.fq.gz,MC2,eafce1c1,1516322000,31,DNA,1000,1516322,True,0.6694548378074785,0.8873379953801938,0.7783964165938362,0.8873379953801938,True,2,909,5530027
1000,6.594905303754743e-07,0.021739130434782608,6.594905303754743e-07,1.8083094350172251e-07,1.0,1.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_022537635.1 Staphylococcus phage ECel-2020g, ASM2253763v1",577466a861fd8a2420d222e8dec471d7,0.021739130434782608,1000,8,53000,output_dir/fastp/MC2_2.fq.gz,MC2,eafce1c1,1516322000,31,DNA,1000,1516322,True,,,,,True,1,910,5530027
1000,6.594905303754743e-07,0.03571428571431006,6.594905303754743e-07,1.8083094350172251e-07,1.0,1.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_902991365.1 freshwater metagenome, UFOv-RH-15aug16-C2196",612b483a5b674c6491d1760d2a8f7328,0.03571428571431006,1000,9,52000,output_dir/fastp/MC2_2.fq.gz,MC2,eafce1c1,1516322000,31,DNA,1000,1516322,True,,,,,True,1,911,5530027
