intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes
19000,2.2287808334232667e-05,0.045454545454545456,2.2287808334232667e-05,0.00014688156855592794,22.210526315789473,2.0,59.51344735026249,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_001857805.1 uncultured human fecal virus, ASM185780v1",6d148185545481a0af8705f33ddaae4d,0.045454545454545456,19000,0,53000,output_dir/fastp/MC3_2.fq.gz,MC3,148f0447,852484000,31,DNA,1000,852484,True,0.7078441658768884,0.9050989114065507,0.8064715386417196,0.9050989114065507,False,422,422,2873063
6000,7.038255263441895e-06,0.0335195530726257,7.038255263441895e-06,2.4364241229656295e-06,1.1666666666666667,1.0,0.3726779962499649,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_002956635.1 Campylobacter phage A11a, ASM295663v1",4d6e8acadae4735629d80bae0a69ee36,0.0335195530726257,6000,1,47000,output_dir/fastp/MC3_2.fq.gz,MC3,148f0447,852484000,31,DNA,1000,852484,True,0.6820075681496099,0.8962495999402487,0.7891285840449294,0.8962495999402487,True,7,429,2873063
3000,3.5191276317209473e-06,0.1000000000000092,3.5191276317209473e-06,1.3922423559803597e-06,1.3333333333333333,1.0,0.4714045207910317,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_003958905.1 Escherichia phage sp., ASM395890v1",1bb303ed94382bd8cfeb6adab52185e4,0.1000000000000092,3000,2,44000,output_dir/fastp/MC3_2.fq.gz,MC3,148f0447,852484000,31,DNA,1000,852484,True,,,,,True,4,433,2873063
11000,1.2903467982976806e-05,0.012295081967213115,3.5191276317209473e-06,1.0441817669852698e-06,1.0,1.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_001857825.1 uncultured human fecal virus, ASM185782v1",34484b9f9af03ab9bc48c34e2c55e8c8,0.045081967213114756,3000,3,41000,output_dir/fastp/MC3_2.fq.gz,MC3,148f0447,852484000,31,DNA,1000,852484,True,0.6954739270763569,0.9048586395682778,0.8001662833223173,0.9048586395682778,False,3,436,2873063
3000,3.5191276317209473e-06,0.020689655172413793,3.5191276317209473e-06,1.0441817669852698e-06,1.0,1.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_003328805.1 Staphylococcus phage UPMK_1, ASM332880v1",127c14c0b739246ed8ad3d2deb5923b0,0.020689655172413793,3000,4,38000,output_dir/fastp/MC3_2.fq.gz,MC3,148f0447,852484000,31,DNA,1000,852484,True,0.6669273825875099,0.8824080466302113,0.7746677146088606,0.8824080466302113,True,3,439,2873063
2000,2.346085087813965e-06,0.046511627906976744,2.346085087813965e-06,6.961211779901799e-07,1.0,1.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_002745275.1 Escherichia phage APC_JM3.2, ASM274527v1",5558d3fb609b8ce9a8cc65e34c00ed05,0.046511627906976744,2000,5,36000,output_dir/fastp/MC3_2.fq.gz,MC3,148f0447,852484000,31,DNA,1000,852484,True,,,,,True,2,441,2873063
2000,2.346085087813965e-06,0.005917159763313609,2.346085087813965e-06,1.7403029449754495e-06,2.5,2.5,1.5,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_000922335.1 Aureococcus anophagefferens virus, ViralProj258005",d370d7caa7050f67a6f2a0e11a0d5448,0.005917159763313609,2000,6,34000,output_dir/fastp/MC3_2.fq.gz,MC3,148f0447,852484000,31,DNA,1000,852484,True,0.6582610918119605,0.847486301137949,0.7528736964749547,0.847486301137949,True,5,446,2873063
2000,2.346085087813965e-06,0.06250000000000078,2.346085087813965e-06,1.3922423559803597e-06,2.0,2.0,1.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_003958705.1 Escherichia phage 500465-2, ASM395870v1",119e353af5d915b4de12391e9c1f6606,0.06250000000000078,2000,7,32000,output_dir/fastp/MC3_2.fq.gz,MC3,148f0447,852484000,31,DNA,1000,852484,True,,,,,True,4,450,2873063
1000,1.1730425439069824e-06,0.008264462809917356,1.1730425439069824e-06,4.524787656936169e-06,13.0,13.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_021461835.1 Bovine alphaherpesvirus 2 strain=C1Z FZR, ASM2146183v1",8ebff13636684f5841f9d1c650599d2e,0.008264462809917356,1000,8,31000,output_dir/fastp/MC3_2.fq.gz,MC3,148f0447,852484000,31,DNA,1000,852484,True,0.6437059755985619,0.8566696383930442,0.750187806995803,0.8566696383930442,True,13,463,2873063
1000,1.1730425439069824e-06,0.09091060093713954,1.1730425439069824e-06,3.4806058899508994e-07,1.0,1.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_004319725.1 Vibrio virus CTXphi, ASM431972v1",e750318fb19ac839e762f12243fc297e,0.09091060093713954,1000,9,30000,output_dir/fastp/MC3_2.fq.gz,MC3,148f0447,852484000,31,DNA,1000,852484,True,,,,,True,1,464,2873063
